Date,Region_code,Org_code,Contract_code,Ambulance final dispositions,Recommend to A&E,N of calls
2018/3/10,,,111AE7,164,112,2013
2018/3/10,,,111AE8,83,61,1099
2018/3/10,,,111AE9,73,35,1057
2018/3/10,,,111AF1,81,25,863
2018/3/10,,,111AF2,216,101,1870
2018/3/10,,,111AF4,140,80,1550
2018/3/10,,,111AF8,642,361,10756
2018/3/10,,,111AG4,108,53,1146
2018/3/10,,,111AG5,126,96,1834
2018/3/10,,,111AG6,358,263,6304
2018/3/10,,,111AG7,63,40,1044
2018/3/10,,,111AG8,192,101,1745
2018/3/10,,,111AG9,201,185,3390
2018/3/11,,,111AA1,414,193,3982
2018/3/11,,,111AA2,99,25,1112
2018/3/11,,,111AA4,112,55,1365
2018/3/11,,,111AA5,115,91,1421
2018/3/11,,,111AA6,25,37,281
2018/3/11,,,111AA7,34,46,491
2018/3/11,,,111AA9,16,20,332
2018/3/11,,,111AB2,58,33,1570
2018/3/11,,,111AC2,87,65,1019
2018/3/11,,,111AC3,140,95,1395
2018/3/11,,,111AC4,114,73,1174
2018/3/11,,,111AC5,100,73,1372
2018/3/11,,,111AC6,78,66,940
2018/3/11,,,111AC7,31,9,264
2018/3/11,,,111AC8,125,40,1343
2018/3/11,,,111AC9,447,293,5144
2018/3/11,,,111AD4,54,59,922
2018/3/11,,,111AD5,127,95,1087
2018/3/11,,,111AD6,97,94,1157
2018/3/11,,,111AD7,87,118,1487
2018/3/11,,,111AD8,42,31,484
2018/3/11,,,111AD9,564,367,6122
2018/3/11,,,111AE1,261,170,2770
2018/3/11,,,111AE5,159,62,1165
2018/3/11,,,111AE6,79,49,890
2018/3/11,,,111AE7,135,89,1801
2018/3/11,,,111AE8,71,59,894
2018/3/11,,,111AE9,81,27,862
2018/3/11,,,111AF1,93,21,781
2018/3/11,,,111AF2,201,88,1591
2018/3/11,,,111AF4,127,61,1295
2018/3/11,,,111AF8,817,437,8944
2018/3/11,,,111AG4,82,52,1091
2018/3/11,,,111AG5,117,120,1478
2018/3/11,,,111AG6,398,288,5173
2018/3/11,,,111AG7,65,48,928
2018/3/11,,,111AG8,198,72,1694
2018/3/11,,,111AG9,213,175,2919
2018/3/12,,,111AA1,318,222,2881
2018/3/12,,,111AA2,75,20,584
2018/3/12,,,111AA4,95,47,954
2018/3/12,,,111AA5,103,63,925
2018/3/12,,,111AA6,19,16,224
2018/3/12,,,111AA7,40,41,442
2018/3/12,,,111AA9,23,21,252
2018/3/12,,,111AB2,56,35,915
2018/3/12,,,111AC2,45,38,505
2018/3/12,,,111AC3,98,70,777
2018/3/12,,,111AC4,95,59,754
2018/3/12,,,111AC5,90,72,783
2018/3/12,,,111AC6,58,43,557
2018/3/12,,,111AC7,19,16,249
2018/3/12,,,111AC8,108,38,993
2018/3/12,,,111AC9,335,245,3589
2018/3/12,,,111AD4,55,50,731
2018/3/12,,,111AD5,100,99,893
2018/3/12,,,111AD6,87,58,962
2018/3/12,,,111AD7,107,111,1173
2018/3/12,,,111AD8,45,58,576
2018/3/12,,,111AD9,389,313,4027
2018/3/12,,,111AE1,133,111,1465
2018/3/12,,,111AE5,77,48,621
2018/3/12,,,111AE6,37,25,436
2018/3/12,,,111AE7,80,63,936
2018/3/12,,,111AE8,49,42,573
2018/3/12,,,111AE9,63,31,416
2018/3/12,,,111AF1,60,22,332
2018/3/12,,,111AF2,123,76,804
2018/3/12,,,111AF4,100,83,821
2018/3/12,,,111AF8,516,295,5432
2018/3/12,,,111AG4,74,41,466
2018/3/12,,,111AG5,118,93,1037
2018/3/12,,,111AG6,258,207,2875
2018/3/12,,,111AG7,45,33,513
2018/3/12,,,111AG8,121,71,817
2018/3/12,,,111AG9,145,150,1816
2018/3/13,,,111AA1,273,193,2763
2018/3/13,,,111AA2,55,18,501
2018/3/13,,,111AA4,109,51,1166
2018/3/13,,,111AA5,91,64,808
2018/3/13,,,111AA6,25,17,196
2018/3/13,,,111AA7,31,43,361
2018/3/13,,,111AA9,25,12,210
2018/3/13,,,111AB2,45,25,769
2018/3/13,,,111AC2,54,36,577
2018/3/13,,,111AC3,95,59,714
2018/3/13,,,111AC4,79,56,786
2018/3/13,,,111AC5,85,81,564
2018/3/13,,,111AC6,48,46,498
2018/3/13,,,111AC7,23,15,200
2018/3/13,,,111AC8,83,28,812
2018/3/13,,,111AC9,355,216,3101
2018/3/13,,,111AD4,59,43,648
2018/3/13,,,111AD5,93,85,793
2018/3/13,,,111AD6,89,72,869
2018/3/13,,,111AD7,85,85,1016
2018/3/13,,,111AD8,35,55,446
2018/3/13,,,111AD9,392,317,3708
2018/3/13,,,111AE1,130,91,1335
2018/3/13,,,111AE5,73,45,534
2018/3/13,,,111AE6,44,36,407
2018/3/13,,,111AE7,92,63,793
2018/3/13,,,111AE8,47,33,493
2018/3/13,,,111AE9,42,21,309
2018/3/13,,,111AF1,45,22,330
2018/3/13,,,111AF2,106,72,700
2018/3/13,,,111AF4,87,62,715
2018/3/13,,,111AF8,464,267,4819
2018/3/13,,,111AG4,62,39,421
2018/3/13,,,111AG5,72,62,817
2018/3/13,,,111AG6,234,209,2330
2018/3/13,,,111AG7,35,35,436
2018/3/13,,,111AG8,155,66,733
2018/3/13,,,111AG9,124,125,1507
2018/3/14,,,111AA1,291,209,2421
2018/3/14,,,111AA2,67,28,602
2018/3/14,,,111AA4,107,59,1078
2018/3/14,,,111AA5,95,59,1096
2018/3/14,,,111AA6,19,26,188
2018/3/14,,,111AA7,34,37,336
2018/3/14,,,111AA9,23,16,226
2018/3/14,,,111AB2,54,17,785
2018/3/14,,,111AC2,48,31,448
2018/3/14,,,111AC3,85,65,699
2018/3/14,,,111AC4,73,62,659
2018/3/14,,,111AC5,68,51,512
2018/3/14,,,111AC6,81,77,901
2018/3/14,,,111AC7,14,16,190
2018/3/14,,,111AC8,89,46,852
2018/3/14,,,111AC9,340,226,3057
2018/3/14,,,111AD4,82,52,677
2018/3/14,,,111AD5,99,84,794
2018/3/14,,,111AD6,86,62,911
2018/3/14,,,111AD7,68,80,941
2018/3/14,,,111AD8,43,43,457
2018/3/14,,,111AD9,360,320,3716
2018/3/14,,,111AE1,138,105,1604
2018/3/14,,,111AE5,80,48,513
2018/3/14,,,111AE6,45,29,389
2018/3/14,,,111AE7,85,62,808
2018/3/14,,,111AE8,46,36,460
2018/3/14,,,111AE9,48,20,311
2018/3/14,,,111AF1,51,22,322
2018/3/14,,,111AF2,129,51,640
2018/3/14,,,111AF4,115,36,958
2018/3/14,,,111AF8,465,242,5229
2018/3/14,,,111AG4,77,46,511
2018/3/14,,,111AG5,83,84,877
2018/3/14,,,111AG6,279,191,2407
2018/3/14,,,111AG7,29,30,405
2018/3/14,,,111AG8,130,54,764
2018/3/14,,,111AG9,134,121,1600
2018/3/15,,,111AA1,337,204,2956
2018/3/15,,,111AA2,60,24,517
2018/3/15,,,111AA4,102,48,817
2018/3/15,,,111AA5,114,60,768
2018/3/15,,,111AA6,25,18,196
2018/3/15,,,111AA7,35,34,369
2018/3/15,,,111AA9,21,14,223
2018/3/15,,,111AB2,58,20,810
2018/3/15,,,111AC2,39,34,438
2018/3/15,,,111AC3,81,83,683
2018/3/15,,,111AC4,76,81,696
2018/3/15,,,111AC5,102,64,551
2018/3/15,,,111AC6,63,49,560
2018/3/15,,,111AC7,20,11,204
2018/3/15,,,111AC8,105,30,826
2018/3/15,,,111AC9,363,211,3237
2018/3/15,,,111AD4,54,48,627
2018/3/15,,,111AD5,112,94,748
2018/3/15,,,111AD6,73,61,1095
2018/3/15,,,111AD7,93,80,1020
2018/3/15,,,111AD8,32,37,678
2018/3/15,,,111AD9,353,296,3822
2018/3/15,,,111AE1,126,118,1291
2018/3/15,,,111AE5,65,42,507
2018/3/15,,,111AE6,51,40,372
2018/3/15,,,111AE7,79,65,774
2018/3/15,,,111AE8,46,43,489
2018/3/15,,,111AE9,39,25,315
2018/3/15,,,111AF1,44,10,294
2018/3/15,,,111AF2,122,69,739
2018/3/15,,,111AF4,90,53,775
2018/3/15,,,111AF8,449,246,4686
2018/3/15,,,111AG4,74,43,448
2018/3/15,,,111AG5,65,74,863
2018/3/15,,,111AG6,300,206,2651
2018/3/15,,,111AG7,33,33,467
2018/3/15,,,111AG8,148,74,852
2018/3/15,,,111AG9,128,114,1303
2018/3/16,,,111AA1,276,160,2530
2018/3/16,,,111AA2,58,26,613
2018/3/16,,,111AA4,87,47,973
2018/3/16,,,111AA5,89,49,785
2018/3/16,,,111AA6,27,18,210
2018/3/16,,,111AA7,25,32,348
2018/3/16,,,111AA9,23,19,216
2018/3/16,,,111AB2,43,22,841
2018/3/16,,,111AC2,60,34,456
2018/3/16,,,111AC3,91,59,747
2018/3/16,,,111AC4,94,54,715
2018/3/16,,,111AC5,88,63,567
2018/3/16,,,111AC6,50,44,527
2018/3/16,,,111AC7,18,14,179
2018/3/16,,,111AC8,104,26,866
2018/3/16,,,111AC9,316,244,3052
2018/3/16,,,111AD4,66,44,573
2018/3/16,,,111AD5,87,86,792
2018/3/16,,,111AD6,74,57,1231
2018/3/16,,,111AD7,92,67,1031
2018/3/16,,,111AD8,31,50,706
2018/3/16,,,111AD9,339,252,3532
2018/3/16,,,111AE1,133,76,1338
2018/3/16,,,111AE5,78,33,498
2018/3/16,,,111AE6,46,33,402
2018/3/16,,,111AE7,80,71,794
2018/3/16,,,111AE8,39,42,455
2018/3/16,,,111AE9,42,17,359
2018/3/16,,,111AF1,51,18,325
2018/3/16,,,111AF2,109,59,675
2018/3/16,,,111AF4,80,55,765
2018/3/16,,,111AF8,480,253,4557
2018/3/16,,,111AG4,76,26,446
2018/3/16,,,111AG5,88,69,895
2018/3/16,,,111AG6,249,152,2565
2018/3/16,,,111AG7,37,34,450
2018/3/16,,,111AG8,111,43,761
2018/3/16,,,111AG9,137,128,1481
2018/3/17,,,111AA1,411,192,4208
2018/3/17,,,111AA2,86,31,1150
2018/3/17,,,111AA4,107,55,1599
2018/3/17,,,111AA5,103,89,1406
2018/3/17,,,111AA6,26,22,276
2018/3/17,,,111AA7,51,38,492
2018/3/17,,,111AA9,22,18,350
2018/3/17,,,111AB2,83,35,1680
2018/3/17,,,111AC2,79,49,1009
2018/3/17,,,111AC3,103,99,1528
2018/3/17,,,111AC4,73,72,1197
2018/3/17,,,111AC5,91,63,1218
2018/3/17,,,111AC6,77,60,1053
2018/3/17,,,111AC7,22,18,316
2018/3/17,,,111AC8,124,37,1386
2018/3/17,,,111AC9,400,274,5284
2018/3/17,,,111AD4,75,69,873
2018/3/17,,,111AD5,116,88,1077
2018/3/17,,,111AD6,76,72,1295
2018/3/17,,,111AD7,99,99,1569
2018/3/17,,,111AD8,24,35,615
2018/3/17,,,111AD9,498,344,6575
2018/3/17,,,111AE1,194,162,2753
2018/3/17,,,111AE5,134,84,1159
2018/3/17,,,111AE6,56,35,810
2018/3/17,,,111AE7,137,88,1660
2018/3/17,,,111AE8,70,75,983
2018/3/17,,,111AE9,68,31,916
2018/3/17,,,111AF1,65,34,822
2018/3/17,,,111AF2,211,95,1589
2018/3/17,,,111AF4,113,71,1414
2018/3/17,,,111AF8,696,345,9347
2018/3/17,,,111AG4,82,42,986
2018/3/17,,,111AG5,114,80,1500
2018/3/17,,,111AG6,374,222,5122
2018/3/17,,,111AG7,58,44,778
2018/3/17,,,111AG8,149,105,1634
2018/3/17,,,111AG9,191,172,2917
2018/3/18,,,111AA1,475,218,3750
2018/3/18,,,111AA2,71,31,896
2018/3/18,,,111AA4,111,75,1371
2018/3/18,,,111AA5,110,67,1272
2018/3/18,,,111AA6,22,19,245
2018/3/18,,,111AA7,25,31,391
2018/3/18,,,111AA9,20,18,293
2018/3/18,,,111AB2,85,37,1456
2018/3/18,,,111AC2,68,47,818
2018/3/18,,,111AC3,98,90,1272
2018/3/18,,,111AC4,96,75,1119
2018/3/18,,,111AC5,100,69,1111
2018/3/18,,,111AC6,87,75,970
2018/3/18,,,111AC7,16,12,239
2018/3/18,,,111AC8,117,34,1261
2018/3/18,,,111AC9,499,287,4645
2018/3/18,,,111AD4,59,57,829
2018/3/18,,,111AD5,124,100,991
2018/3/18,,,111AD6,68,57,1356
2018/3/18,,,111AD7,101,101,1374
2018/3/18,,,111AD8,36,36,631
2018/3/18,,,111AD9,463,300,5504
2018/3/18,,,111AE1,202,134,2318
2018/3/18,,,111AE5,130,49,922
2018/3/18,,,111AE6,81,62,726
2018/3/18,,,111AE7,111,112,1343
2018/3/18,,,111AE8,77,49,778
2018/3/18,,,111AE9,64,23,751
2018/3/18,,,111AF1,66,22,613
2018/3/18,,,111AF2,199,71,1369
2018/3/18,,,111AF4,106,71,1213
2018/3/18,,,111AF8,734,402,8343
2018/3/18,,,111AG4,78,52,909
2018/3/18,,,111AG5,98,85,1200
2018/3/18,,,111AG6,390,243,4694
2018/3/18,,,111AG7,73,55,676
2018/3/18,,,111AG8,139,85,1471
2018/3/18,,,111AG9,165,178,2404
2018/3/19,,,111AA1,294,143,2680
2018/3/19,,,111AA2,56,30,548
2018/3/19,,,111AA4,100,46,877
2018/3/19,,,111AA5,94,57,831
2018/3/19,,,111AA6,29,14,197
2018/3/19,,,111AA7,35,32,382
2018/3/19,,,111AA9,14,18,225
2018/3/19,,,111AB2,57,26,871
2018/3/19,,,111AC2,44,29,442
2018/3/19,,,111AC3,84,59,730
2018/3/19,,,111AC4,91,78,761
2018/3/19,,,111AC5,76,64,590
2018/3/19,,,111AC6,55,54,545
2018/3/19,,,111AC7,15,11,169
2018/3/19,,,111AC8,109,34,936
2018/3/19,,,111AC9,316,217,3116
2018/3/19,,,111AD4,60,54,633
2018/3/19,,,111AD5,91,94,832
2018/3/19,,,111AD6,73,58,808
2018/3/19,,,111AD7,112,98,1094
2018/3/19,,,111AD8,37,32,511
2018/3/19,,,111AD9,313,272,4225
2018/3/19,,,111AE1,117,110,1258
2018/3/19,,,111AE5,76,43,516
2018/3/19,,,111AE6,45,42,447
2018/3/19,,,111AE7,91,67,859
2018/3/19,,,111AE8,36,35,520
2018/3/19,,,111AE9,39,28,357
2018/3/19,,,111AF1,57,17,301
2018/3/19,,,111AF2,135,63,725
2018/3/19,,,111AF4,104,53,740
2018/3/19,,,111AF8,550,283,4995
2018/3/19,,,111AG4,54,38,382
2018/3/19,,,111AG5,78,80,901
2018/3/19,,,111AG6,301,216,2394
2018/3/19,,,111AG7,36,36,494
2018/3/19,,,111AG8,99,77,708
2018/3/19,,,111AG9,152,142,1488
2018/3/20,,,111AA1,274,144,2521
2018/3/20,,,111AA2,61,22,605
2018/3/20,,,111AA4,91,55,945
2018/3/20,,,111AA5,103,60,761
2018/3/20,,,111AA6,27,17,160
2018/3/20,,,111AA7,32,35,354
2018/3/20,,,111AA9,13,19,206
2018/3/20,,,111AB2,46,36,733
2018/3/20,,,111AC2,51,37,455
2018/3/20,,,111AC3,91,62,669
2018/3/20,,,111AC4,70,67,624
2018/3/20,,,111AC5,75,58,474
2018/3/20,,,111AC6,66,42,493
2018/3/20,,,111AC7,22,13,192
2018/3/20,,,111AC8,85,31,755
2018/3/20,,,111AC9,338,230,3090
2018/3/20,,,111AD4,56,43,581
2018/3/20,,,111AD5,57,87,718
2018/3/20,,,111AD6,68,60,782
2018/3/20,,,111AD7,64,68,865
2018/3/20,,,111AD8,32,41,449
2018/3/20,,,111AD9,376,331,4171
2018/3/20,,,111AE1,144,88,1208
2018/3/20,,,111AE5,72,47,496
2018/3/20,,,111AE6,37,41,380
2018/3/20,,,111AE7,68,55,697
2018/3/20,,,111AE8,25,28,401
2018/3/20,,,111AE9,45,26,295
2018/3/20,,,111AF1,47,10,281
2018/3/20,,,111AF2,104,65,662
2018/3/20,,,111AF4,72,44,659
2018/3/20,,,111AF8,509,283,4522
2018/3/20,,,111AG4,61,35,423
2018/3/20,,,111AG5,81,83,853
2018/3/20,,,111AG6,295,174,2428
2018/3/20,,,111AG7,36,46,396
2018/3/20,,,111AG8,92,54,652
2018/3/20,,,111AG9,138,115,1514
2018/3/21,,,111AA1,293,127,2355
2018/3/21,,,111AA2,55,20,523
2018/3/21,,,111AA4,81,59,855
2018/3/21,,,111AA5,88,51,813
2018/3/21,,,111AA6,27,18,184
2018/3/21,,,111AA7,40,26,328
2018/3/21,,,111AA9,18,14,181
2018/3/21,,,111AB2,51,27,723
2018/3/21,,,111AC2,39,33,402
2018/3/21,,,111AC3,72,49,629
2018/3/21,,,111AC4,67,56,733
2018/3/21,,,111AC5,75,70,525
2018/3/21,,,111AC6,45,39,538
2018/3/21,,,111AC7,21,12,200
2018/3/21,,,111AC8,83,38,708
2018/3/21,,,111AC9,339,228,3211
2018/3/21,,,111AD4,46,48,568
2018/3/21,,,111AD5,81,72,688
2018/3/21,,,111AD6,85,64,761
2018/3/21,,,111AD7,73,87,932
2018/3/21,,,111AD8,41,38,466
2018/3/21,,,111AD9,377,284,4126
2018/3/21,,,111AE1,119,104,1295
2018/3/21,,,111AE5,81,42,521
2018/3/21,,,111AE6,48,29,388
2018/3/21,,,111AE7,89,68,777
2018/3/21,,,111AE8,46,33,425
2018/3/21,,,111AE9,39,24,285
2018/3/21,,,111AF1,38,23,298
2018/3/21,,,111AF2,121,74,641
2018/3/21,,,111AF4,78,45,643
2018/3/21,,,111AF8,481,284,4525
2018/3/21,,,111AG4,68,38,506
2018/3/21,,,111AG5,79,70,852
2018/3/21,,,111AG6,266,189,2582
2018/3/21,,,111AG7,42,25,393
2018/3/21,,,111AG8,110,54,743
2018/3/21,,,111AG9,150,119,1486
2018/3/22,,,111AA1,287,118,2444
2018/3/22,,,111AA2,64,20,541
2018/3/22,,,111AA4,89,56,901
2018/3/22,,,111AA5,91,69,720
2018/3/22,,,111AA6,26,14,169
2018/3/22,,,111AA7,31,40,356
2018/3/22,,,111AA9,20,11,149
2018/3/22,,,111AB2,48,26,697
2018/3/22,,,111AC2,59,24,858
2018/3/22,,,111AC3,68,70,624
2018/3/22,,,111AC4,64,61,652
2018/3/22,,,111AC5,60,55,489
2018/3/22,,,111AC6,68,52,466
2018/3/22,,,111AC7,29,12,344
2018/3/22,,,111AC8,105,26,1040
2018/3/22,,,111AC9,361,221,2886
2018/3/22,,,111AD4,44,44,536
2018/3/22,,,111AD5,97,87,805
2018/3/22,,,111AD6,70,76,780
2018/3/22,,,111AD7,75,79,927
2018/3/22,,,111AD8,35,36,403
2018/3/22,,,111AD9,377,281,3849
2018/3/22,,,111AE1,105,91,1220
2018/3/22,,,111AE5,53,27,463
2018/3/22,,,111AE6,46,32,360
2018/3/22,,,111AE7,82,69,739
2018/3/22,,,111AE8,50,33,440
2018/3/22,,,111AE9,57,25,312
2018/3/22,,,111AF1,44,19,279
2018/3/22,,,111AF2,130,65,648
2018/3/22,,,111AF4,80,53,672
2018/3/22,,,111AF8,431,238,4718
2018/3/22,,,111AG4,66,40,534
2018/3/22,,,111AG5,66,77,803
2018/3/22,,,111AG6,269,185,2564
2018/3/22,,,111AG7,34,27,363
2018/3/22,,,111AG8,94,66,658
2018/3/22,,,111AG9,105,121,1318
2018/3/23,,,111AA1,282,113,2613
2018/3/23,,,111AA2,52,28,519
2018/3/23,,,111AA4,67,54,837
2018/3/23,,,111AA5,63,47,719
2018/3/23,,,111AA6,31,23,195
2018/3/23,,,111AA7,27,31,346
2018/3/23,,,111AA9,12,14,196
2018/3/23,,,111AB2,51,25,743
2018/3/23,,,111AC2,41,30,419
2018/3/23,,,111AC3,59,71,663
2018/3/23,,,111AC4,56,61,703
2018/3/23,,,111AC5,71,56,589
2018/3/23,,,111AC6,51,49,459
2018/3/23,,,111AC7,18,13,221
2018/3/23,,,111AC8,93,32,714
2018/3/23,,,111AC9,327,211,3002
2018/3/23,,,111AD4,56,54,616
2018/3/23,,,111AD5,86,86,769
2018/3/23,,,111AD6,86,65,821
2018/3/23,,,111AD7,78,75,969
2018/3/23,,,111AD8,47,37,415
2018/3/23,,,111AD9,315,245,3953
2018/3/23,,,111AE1,113,100,1233
2018/3/23,,,111AE5,73,39,552
2018/3/23,,,111AE6,39,28,417
2018/3/23,,,111AE7,75,58,765
2018/3/23,,,111AE8,39,31,487
2018/3/23,,,111AE9,38,34,328
2018/3/23,,,111AF1,50,19,294
2018/3/23,,,111AF2,115,65,646
2018/3/23,,,111AF4,62,53,719
2018/3/23,,,111AF8,480,259,4374
2018/3/23,,,111AG4,51,28,491
2018/3/23,,,111AG5,73,60,913
2018/3/23,,,111AG6,265,161,2549
2018/3/23,,,111AG7,40,30,450
2018/3/23,,,111AG8,98,56,805
2018/3/23,,,111AG9,125,112,1418
2018/3/24,,,111AA1,406,218,4522
2018/3/24,,,111AA2,102,34,1244
2018/3/24,,,111AA4,116,68,1755
2018/3/24,,,111AA5,130,78,1650
2018/3/24,,,111AA6,36,27,322
2018/3/24,,,111AA7,43,50,509
2018/3/24,,,111AA9,17,23,361
2018/3/24,,,111AB2,69,29,1748
2018/3/24,,,111AC2,79,64,1114
2018/3/24,,,111AC3,116,95,1626
2018/3/24,,,111AC4,92,76,1493
2018/3/24,,,111AC5,103,64,1333
2018/3/24,,,111AC6,70,49,1098
2018/3/24,,,111AC7,18,16,327
2018/3/24,,,111AC8,100,40,1370
2018/3/24,,,111AC9,449,347,5429
2018/3/24,,,111AD4,62,65,1044
2018/3/24,,,111AD5,126,105,1225
2018/3/24,,,111AD6,93,78,1277
2018/3/24,,,111AD7,100,97,1638
2018/3/24,,,111AD8,41,37,533
2018/3/24,,,111AD9,537,395,8134
2018/3/24,,,111AE1,204,159,2968
2018/3/24,,,111AE5,146,76,1293
2018/3/24,,,111AE6,49,62,911
2018/3/24,,,111AE7,143,91,1771
2018/3/24,,,111AE8,72,60,1031
2018/3/24,,,111AE9,60,43,1009
2018/3/24,,,111AF1,68,38,827
2018/3/24,,,111AF2,202,101,1816
2018/3/24,,,111AF4,100,70,1607
2018/3/24,,,111AF8,704,353,10356
2018/3/24,,,111AG4,106,45,1061
2018/3/24,,,111AG5,104,82,1473
2018/3/24,,,111AG6,360,252,6112
2018/3/24,,,111AG7,47,50,973
2018/3/24,,,111AG8,161,81,2036
2018/3/24,,,111AG9,205,179,3537
2018/3/25,,,111AA1,392,220,3959
2018/3/25,,,111AA2,57,40,857
2018/3/25,,,111AA4,135,79,1444
2018/3/25,,,111AA5,124,87,1247
2018/3/25,,,111AA6,43,28,295
2018/3/25,,,111AA7,34,39,427
2018/3/25,,,111AA9,26,18,292
2018/3/25,,,111AB2,83,30,1565
2018/3/25,,,111AC2,72,72,913
2018/3/25,,,111AC3,104,121,1364
2018/3/25,,,111AC4,109,97,1335
2018/3/25,,,111AC5,96,77,1189
2018/3/25,,,111AC6,85,88,915
2018/3/25,,,111AC7,21,13,241
2018/3/25,,,111AC8,105,45,1201
2018/3/25,,,111AC9,452,325,4430
2018/3/25,,,111AD4,73,46,854
2018/3/25,,,111AD5,140,87,1003
2018/3/25,,,111AD6,76,73,1065
2018/3/25,,,111AD7,118,94,1395
2018/3/25,,,111AD8,36,35,448
2018/3/25,,,111AD9,484,407,6663
2018/3/25,,,111AE1,191,144,2484
2018/3/25,,,111AE5,142,81,1116
2018/3/25,,,111AE6,69,63,734
2018/3/25,,,111AE7,127,98,1343
2018/3/25,,,111AE8,77,73,809
2018/3/25,,,111AE9,66,40,743
2018/3/25,,,111AF1,75,31,666
2018/3/25,,,111AF2,165,105,1541
2018/3/25,,,111AF4,104,69,1333
2018/3/25,,,111AF8,746,436,8211
2018/3/25,,,111AG4,79,53,1003
2018/3/25,,,111AG5,92,86,1406
2018/3/25,,,111AG6,364,258,5304
2018/3/25,,,111AG7,62,49,724
2018/3/25,,,111AG8,170,101,1663
2018/3/25,,,111AG9,175,197,2850
2018/3/26,,,111AA1,307,167,2764
2018/3/26,,,111AA2,57,25,517
2018/3/26,,,111AA4,89,57,962
2018/3/26,,,111AA5,106,55,789
2018/3/26,,,111AA6,27,18,232
2018/3/26,,,111AA7,37,40,440
2018/3/26,,,111AA9,24,21,244
2018/3/26,,,111AB2,37,24,812
2018/3/26,,,111AC2,50,35,464
2018/3/26,,,111AC3,86,67,800
2018/3/26,,,111AC4,76,73,756
2018/3/26,,,111AC5,90,62,567
2018/3/26,,,111AC6,66,51,526
2018/3/26,,,111AC7,20,15,203
2018/3/26,,,111AC8,89,38,738
2018/3/26,,,111AC9,359,256,3219
2018/3/26,,,111AD4,59,51,694
2018/3/26,,,111AD5,83,91,776
2018/3/26,,,111AD6,62,65,819
2018/3/26,,,111AD7,86,88,1123
2018/3/26,,,111AD8,29,38,481
2018/3/26,,,111AD9,344,281,4398
2018/3/26,,,111AE1,129,97,1559
2018/3/26,,,111AE5,84,42,604
2018/3/26,,,111AE6,38,29,377
2018/3/26,,,111AE7,94,77,783
2018/3/26,,,111AE8,45,39,518
2018/3/26,,,111AE9,49,32,375
2018/3/26,,,111AF1,51,19,350
2018/3/26,,,111AF2,127,62,787
2018/3/26,,,111AF4,102,61,812
2018/3/26,,,111AF8,489,302,4857
2018/3/26,,,111AG4,56,54,487
2018/3/26,,,111AG5,89,73,948
2018/3/26,,,111AG6,250,206,2752
2018/3/26,,,111AG7,33,33,401
2018/3/26,,,111AG8,129,72,833
2018/3/26,,,111AG9,149,143,1647
2018/3/27,,,111AA1,292,148,2468
2018/3/27,,,111AA2,64,19,483
2018/3/27,,,111AA4,83,57,840
2018/3/27,,,111AA5,79,64,744
2018/3/27,,,111AA6,25,25,208
2018/3/27,,,111AA7,31,39,368
2018/3/27,,,111AA9,19,14,202
2018/3/27,,,111AB2,36,20,718
2018/3/27,,,111AC2,54,29,419
2018/3/27,,,111AC3,84,61,680
2018/3/27,,,111AC4,74,81,679
2018/3/27,,,111AC5,78,53,482
2018/3/27,,,111AC6,60,46,508
2018/3/27,,,111AC7,30,14,213
2018/3/27,,,111AC8,92,24,687
2018/3/27,,,111AC9,341,220,2826
2018/3/27,,,111AD4,62,48,583
2018/3/27,,,111AD5,72,96,809
2018/3/27,,,111AD6,78,46,738
2018/3/27,,,111AD7,91,97,1044
2018/3/27,,,111AD8,43,34,443
2018/3/27,,,111AD9,338,317,3883
2018/3/27,,,111AE1,115,109,1412
2018/3/27,,,111AE5,72,38,517
2018/3/27,,,111AE6,52,24,336
2018/3/27,,,111AE7,90,67,766
2018/3/27,,,111AE8,51,30,454
2018/3/27,,,111AE9,56,20,329
2018/3/27,,,111AF1,37,21,264
2018/3/27,,,111AF2,126,63,655
2018/3/27,,,111AF4,72,37,620
2018/3/27,,,111AF8,486,266,4499
2018/3/27,,,111AG4,59,48,434
2018/3/27,,,111AG5,65,64,762
2018/3/27,,,111AG6,283,179,2440
2018/3/27,,,111AG7,44,31,395
2018/3/27,,,111AG8,132,56,768
2018/3/27,,,111AG9,121,131,1538
2018/3/28,,,111AA1,289,134,2425
2018/3/28,,,111AA2,57,20,511
2018/3/28,,,111AA4,91,56,827
2018/3/28,,,111AA5,82,56,720
2018/3/28,,,111AA6,29,14,195
2018/3/28,,,111AA7,28,23,384
2018/3/28,,,111AA9,29,14,203
2018/3/28,,,111AB2,49,30,692
2018/3/28,,,111AC2,56,31,452
2018/3/28,,,111AC3,79,71,727
2018/3/28,,,111AC4,61,56,700
2018/3/28,,,111AC5,72,55,560
2018/3/28,,,111AC6,54,51,439
2018/3/28,,,111AC7,15,14,167
2018/3/28,,,111AC8,94,21,687
2018/3/28,,,111AC9,325,217,2865
2018/3/28,,,111AD4,52,48,554
2018/3/28,,,111AD5,71,49,767
2018/3/28,,,111AD6,79,53,807
2018/3/28,,,111AD7,90,77,1034
2018/3/28,,,111AD8,29,22,417
2018/3/28,,,111AD9,356,269,3762
2018/3/28,,,111AE1,111,122,1455
2018/3/28,,,111AE5,59,45,520
2018/3/28,,,111AE6,39,23,340
2018/3/28,,,111AE7,81,69,769
