Date,Region_code,Org_code,Contract_code,Ambulance final dispositions,Recommend to A&E,N of calls
2019/10/25,Y58,NLO,111AH1,63,46,649
2019/10/25,Y58,NTP,111AH2,43,39,331
2019/10/25,Y61,NVE,111AH4,104,64,895
2019/10/25,Y56,RRU,111AH5,126,119,1531
2019/10/25,Y61,NTP,111AH7,101,57,740
2019/10/25,Y58,NQW,111AH8,57,28,287
2019/10/25,Y59,RYE,111AH9,161,100,1324
2019/10/25,Y59,RYD,111AI1,301,159,1966
2019/10/25,Y59,NTP,111AI2,53,42,499
2019/10/25,Y61,Y00415,111AI3,16,4,184
2019/10/25,Y58,RDY,111AI4,55,44,514
2019/10/25,Y58,NQW,111AI6,69,56,964
2019/10/26,Y63,RX6,111AA1,446,223,4328
2019/10/26,Y60,NNJ,111AA2,97,47,1203
2019/10/26,Y60,NNJ,111AA4,127,68,1544
2019/10/26,Y60,NNJ,111AA5,120,62,1595
2019/10/26,Y59,R1F,111AA6,34,23,329
2019/10/26,Y56,NKB,111AA7,40,30,586
2019/10/26,Y56,NTP,111AA9,36,34,349
2019/10/26,Y61,Y00415,111AB2,96,81,1887
2019/10/26,Y61,Y00415,111AC5,117,70,1021
2019/10/26,Y60,NNJ,111AC6,89,67,1089
2019/10/26,Y61,NNJ,111AC7,22,21,324
2019/10/26,Y60,NNJ,111AC8,128,60,1624
2019/10/26,Y60,NTP,111AC9,645,290,5090
2019/10/26,Y56,NTP,111AD4,121,72,1056
2019/10/26,Y56,NKB,111AD5,111,90,1356
2019/10/26,Y56,RRU,111AD7,101,102,991
2019/10/26,Y63,RX8,111AD9,580,,7061
2019/10/26,Y58,NTP,111AE7,165,82,1233
2019/10/26,Y58,NLO,111AF1,76,16,862
2019/10/26,Y60,NLO,111AF4,122,73,1265
2019/10/26,Y62,RX7,111AF8,619,355,8923
2019/10/26,Y59,NVE,111AG4,108,71,1061
2019/10/26,Y56,NLO,111AG5,158,101,1602
2019/10/26,Y61,Y00415,111AG7,75,46,604
2019/10/26,Y61,NVE,111AG8,164,101,1659
2019/10/26,Y59,RYE,111AG9,272,111,3346
2019/10/26,Y58,NLO,111AH1,105,63,1246
2019/10/26,Y58,NTP,111AH2,75,56,745
2019/10/26,Y61,NVE,111AH4,103,124,1818
2019/10/26,Y56,RRU,111AH5,104,120,2288
2019/10/26,Y61,NTP,111AH7,164,101,1495
2019/10/26,Y58,NQW,111AH8,84,40,838
2019/10/26,Y59,RYE,111AH9,255,164,2948
2019/10/26,Y59,RYD,111AI1,421,211,4161
2019/10/26,Y59,NTP,111AI2,108,56,1228
2019/10/26,Y61,Y00415,111AI3,24,22,397
2019/10/26,Y58,RDY,111AI4,114,60,1113
2019/10/26,Y58,NQW,111AI6,65,54,2311
2019/10/27,Y63,RX6,111AA1,406,239,3929
2019/10/27,Y60,NNJ,111AA2,98,47,890
2019/10/27,Y60,NNJ,111AA4,128,87,1331
2019/10/27,Y60,NNJ,111AA5,142,78,1448
2019/10/27,Y59,R1F,111AA6,38,30,303
2019/10/27,Y56,NKB,111AA7,37,38,354
2019/10/27,Y56,NTP,111AA9,29,27,261
2019/10/27,Y61,Y00415,111AB2,152,127,1344
2019/10/27,Y61,Y00415,111AC5,121,44,941
2019/10/27,Y60,NNJ,111AC6,109,81,962
2019/10/27,Y61,NNJ,111AC7,30,13,282
2019/10/27,Y60,NNJ,111AC8,126,62,1358
2019/10/27,Y60,NTP,111AC9,685,367,4643
2019/10/27,Y56,NTP,111AD4,71,84,793
2019/10/27,Y56,NKB,111AD5,124,105,1010
2019/10/27,Y56,RRU,111AD7,124,154,1599
2019/10/27,Y63,RX8,111AD9,633,,6568
2019/10/27,Y58,NTP,111AE7,153,84,1067
2019/10/27,Y58,NLO,111AF1,76,20,799
2019/10/27,Y60,NLO,111AF4,142,85,1208
2019/10/27,Y62,RX7,111AF8,662,425,8094
2019/10/27,Y59,NVE,111AG4,129,64,992
2019/10/27,Y56,NLO,111AG5,132,73,1207
2019/10/27,Y61,Y00415,111AG7,77,49,550
2019/10/27,Y61,NVE,111AG8,201,104,1514
2019/10/27,Y59,RYE,111AG9,275,140,2565
2019/10/27,Y58,NLO,111AH1,118,75,1178
2019/10/27,Y58,NTP,111AH2,98,57,649
2019/10/27,Y61,NVE,111AH4,132,110,1614
2019/10/27,Y56,RRU,111AH5,144,143,1875
2019/10/27,Y61,NTP,111AH7,160,103,1261
2019/10/27,Y58,NQW,111AH8,90,31,628
2019/10/27,Y59,RYE,111AH9,266,177,2720
2019/10/27,Y59,RYD,111AI1,406,222,3216
2019/10/27,Y59,NTP,111AI2,89,63,1058
2019/10/27,Y61,Y00415,111AI3,31,22,318
2019/10/27,Y58,RDY,111AI4,118,101,1038
2019/10/27,Y58,NQW,111AI6,80,59,2124
2019/10/28,Y63,RX6,111AA1,332,217,3332
2019/10/28,Y60,NNJ,111AA2,67,31,578
2019/10/28,Y60,NNJ,111AA4,84,62,809
2019/10/28,Y60,NNJ,111AA5,91,46,897
2019/10/28,Y59,R1F,111AA6,35,29,237
2019/10/28,Y56,NKB,111AA7,41,35,396
2019/10/28,Y56,NTP,111AA9,24,17,197
2019/10/28,Y61,Y00415,111AB2,84,62,775
2019/10/28,Y61,Y00415,111AC5,93,57,587
2019/10/28,Y60,NNJ,111AC6,70,47,586
2019/10/28,Y61,NNJ,111AC7,28,11,221
2019/10/28,Y60,NNJ,111AC8,93,71,905
2019/10/28,Y60,NTP,111AC9,509,257,3000
2019/10/28,Y56,NTP,111AD4,80,62,627
2019/10/28,Y56,NKB,111AD5,118,80,851
2019/10/28,Y56,RRU,111AD7,103,85,1332
2019/10/28,Y63,RX8,111AD9,486,,3840
2019/10/28,Y58,NTP,111AE7,113,65,595
2019/10/28,Y58,NLO,111AF1,51,11,383
2019/10/28,Y60,NLO,111AF4,101,48,647
2019/10/28,Y62,RX7,111AF8,504,325,5022
2019/10/28,Y59,NVE,111AG4,74,45,511
2019/10/28,Y56,NLO,111AG5,122,68,817
2019/10/28,Y61,Y00415,111AG7,54,52,422
2019/10/28,Y61,NVE,111AG8,119,63,766
2019/10/28,Y59,RYE,111AG9,177,113,1514
2019/10/28,Y58,NLO,111AH1,95,44,632
2019/10/28,Y58,NTP,111AH2,59,39,352
2019/10/28,Y61,NVE,111AH4,105,103,903
2019/10/28,Y56,RRU,111AH5,108,120,1657
2019/10/28,Y61,NTP,111AH7,114,69,770
2019/10/28,Y58,NQW,111AH8,43,26,278
2019/10/28,Y59,RYE,111AH9,164,115,1410
2019/10/28,Y59,RYD,111AI1,285,193,1987
2019/10/28,Y59,NTP,111AI2,83,46,561
2019/10/28,Y61,Y00415,111AI3,18,11,176
2019/10/28,Y58,RDY,111AI4,86,43,616
2019/10/28,Y58,NQW,111AI6,90,48,937
2019/10/29,Y63,RX6,111AA1,349,170,3028
2019/10/29,Y60,NNJ,111AA2,66,26,550
2019/10/29,Y60,NNJ,111AA4,71,60,796
2019/10/29,Y60,NNJ,111AA5,104,45,805
2019/10/29,Y59,R1F,111AA6,32,18,208
2019/10/29,Y56,NKB,111AA7,35,27,289
2019/10/29,Y56,NTP,111AA9,23,26,193
2019/10/29,Y61,Y00415,111AB2,94,42,728
2019/10/29,Y61,Y00415,111AC5,77,59,585
2019/10/29,Y60,NNJ,111AC6,64,31,519
2019/10/29,Y61,NNJ,111AC7,19,13,184
2019/10/29,Y60,NNJ,111AC8,109,58,882
2019/10/29,Y60,NTP,111AC9,435,276,2793
2019/10/29,Y56,NTP,111AD4,86,55,586
2019/10/29,Y56,NKB,111AD5,115,78,738
2019/10/29,Y56,RRU,111AD7,90,82,1057
2019/10/29,Y63,RX8,111AD9,391,,3474
2019/10/29,Y58,NTP,111AE7,103,61,558
2019/10/29,Y58,NLO,111AF1,49,15,343
2019/10/29,Y60,NLO,111AF4,74,48,596
2019/10/29,Y62,RX7,111AF8,467,308,4453
2019/10/29,Y59,NVE,111AG4,93,58,490
2019/10/29,Y56,NLO,111AG5,107,78,813
2019/10/29,Y61,Y00415,111AG7,56,51,432
2019/10/29,Y61,NVE,111AG8,111,71,707
2019/10/29,Y59,RYE,111AG9,152,83,1333
2019/10/29,Y58,NLO,111AH1,96,49,599
2019/10/29,Y58,NTP,111AH2,53,36,316
2019/10/29,Y61,NVE,111AH4,86,91,837
2019/10/29,Y56,RRU,111AH5,133,108,1386
2019/10/29,Y61,NTP,111AH7,87,60,641
2019/10/29,Y58,NQW,111AH8,57,17,263
2019/10/29,Y59,RYE,111AH9,178,98,1385
2019/10/29,Y59,RYD,111AI1,266,151,2069
2019/10/29,Y59,NTP,111AI2,67,59,580
2019/10/29,Y61,Y00415,111AI3,16,10,149
2019/10/29,Y58,RDY,111AI4,75,41,458
2019/10/29,Y58,NQW,111AI6,64,57,983
2019/10/30,Y63,RX6,111AA1,324,199,2996
2019/10/30,Y60,NNJ,111AA2,62,35,463
2019/10/30,Y60,NNJ,111AA4,84,49,728
2019/10/30,Y60,NNJ,111AA5,93,34,776
2019/10/30,Y59,R1F,111AA6,28,18,192
2019/10/30,Y56,NKB,111AA7,34,39,302
2019/10/30,Y56,NTP,111AA9,21,14,167
2019/10/30,Y61,Y00415,111AB2,80,58,722
2019/10/30,Y61,Y00415,111AC5,73,57,662
2019/10/30,Y60,NNJ,111AC6,76,44,559
2019/10/30,Y61,NNJ,111AC7,23,16,196
2019/10/30,Y60,NNJ,111AC8,110,52,810
2019/10/30,Y60,NTP,111AC9,416,218,2665
2019/10/30,Y56,NTP,111AD4,72,60,587
2019/10/30,Y56,NKB,111AD5,110,88,739
2019/10/30,Y56,RRU,111AD7,86,89,1066
2019/10/30,Y63,RX8,111AD9,457,,3438
2019/10/30,Y58,NTP,111AE7,82,44,508
2019/10/30,Y58,NLO,111AF1,48,12,327
2019/10/30,Y60,NLO,111AF4,105,59,691
2019/10/30,Y62,RX7,111AF8,500,287,4523
2019/10/30,Y59,NVE,111AG4,96,43,471
2019/10/30,Y56,NLO,111AG5,104,79,811
2019/10/30,Y61,Y00415,111AG7,50,43,490
2019/10/30,Y61,NVE,111AG8,97,94,727
2019/10/30,Y59,RYE,111AG9,168,96,1286
2019/10/30,Y58,NLO,111AH1,97,38,610
2019/10/30,Y58,NTP,111AH2,53,28,261
2019/10/30,Y61,NVE,111AH4,111,73,817
2019/10/30,Y56,RRU,111AH5,110,108,1326
2019/10/30,Y61,NTP,111AH7,103,72,704
2019/10/30,Y58,NQW,111AH8,45,23,257
2019/10/30,Y59,RYE,111AH9,184,121,1310
2019/10/30,Y59,RYD,111AI1,309,139,1731
2019/10/30,Y59,NTP,111AI2,74,38,537
2019/10/30,Y61,Y00415,111AI3,8,10,149
2019/10/30,Y58,RDY,111AI4,80,62,536
2019/10/30,Y58,NQW,111AI6,52,37,863
2019/10/31,Y63,RX6,111AA1,318,151,2614
2019/10/31,Y60,NNJ,111AA2,70,22,450
2019/10/31,Y60,NNJ,111AA4,92,54,716
2019/10/31,Y60,NNJ,111AA5,83,46,831
2019/10/31,Y59,R1F,111AA6,31,20,192
2019/10/31,Y56,NKB,111AA7,39,30,326
2019/10/31,Y56,NTP,111AA9,22,20,186
2019/10/31,Y61,Y00415,111AB2,80,65,728
2019/10/31,Y61,Y00415,111AC5,72,45,672
2019/10/31,Y60,NNJ,111AC6,67,49,530
2019/10/31,Y61,NNJ,111AC7,22,7,180
2019/10/31,Y60,NNJ,111AC8,94,60,802
2019/10/31,Y60,NTP,111AC9,418,220,2572
2019/10/31,Y56,NTP,111AD4,85,55,528
2019/10/31,Y56,NKB,111AD5,92,63,664
2019/10/31,Y56,RRU,111AD7,84,94,1037
2019/10/31,Y63,RX8,111AD9,487,,3235
2019/10/31,Y58,NTP,111AE7,88,49,479
2019/10/31,Y58,NLO,111AF1,45,17,332
2019/10/31,Y60,NLO,111AF4,100,43,643
2019/10/31,Y62,RX7,111AF8,475,284,4164
2019/10/31,Y59,NVE,111AG4,76,46,474
2019/10/31,Y56,NLO,111AG5,94,61,765
2019/10/31,Y61,Y00415,111AG7,42,21,463
2019/10/31,Y61,NVE,111AG8,87,60,634
2019/10/31,Y59,RYE,111AG9,172,101,1280
2019/10/31,Y58,NLO,111AH1,74,45,521
2019/10/31,Y58,NTP,111AH2,63,29,305
2019/10/31,Y61,NVE,111AH4,121,78,786
2019/10/31,Y56,RRU,111AH5,96,109,1309
2019/10/31,Y61,NTP,111AH7,87,68,637
2019/10/31,Y58,NQW,111AH8,58,28,279
2019/10/31,Y59,RYE,111AH9,181,123,1269
2019/10/31,Y59,RYD,111AI1,245,145,1616
2019/10/31,Y59,NTP,111AI2,65,43,525
2019/10/31,Y61,Y00415,111AI3,11,7,146
2019/10/31,Y58,RDY,111AI4,71,55,512
2019/10/31,Y58,NQW,111AI6,82,44,889
2019/11/1,Y63,RX6,111AA1,304,192,3462
2019/11/1,Y60,NNJ,111AA2,66,33,586
2019/11/1,Y60,NNJ,111AA4,102,58,864
2019/11/1,Y60,NNJ,111AA5,98,50,971
2019/11/1,Y59,R1F,111AA6,31,24,197
2019/11/1,Y56,NKB,111AA7,31,35,333
2019/11/1,Y56,NTP,111AA9,29,24,200
2019/11/1,Y61,Y00415,111AB2,112,69,868
2019/11/1,Y61,Y00415,111AC5,78,52,768
2019/11/1,Y60,NNJ,111AC6,82,48,629
2019/11/1,Y61,NNJ,111AC7,24,8,207
2019/11/1,Y60,NNJ,111AC8,98,70,1025
2019/11/1,Y60,NTP,111AC9,412,197,2720
2019/11/1,Y56,NTP,111AD4,91,72,714
2019/11/1,Y56,NKB,111AD5,86,82,694
2019/11/1,Y56,RRU,111AD7,98,98,1296
2019/11/1,Y63,RX8,111AD9,451,,3864
2019/11/1,Y58,NTP,111AE7,102,51,582
2019/11/1,Y58,NLO,111AF1,44,16,357
2019/11/1,Y60,NLO,111AF4,97,58,724
2019/11/1,Y62,RX7,111AF8,499,320,5138
2019/11/1,Y59,NVE,111AG4,84,70,578
2019/11/1,Y56,NLO,111AG5,108,80,896
2019/11/1,Y61,Y00415,111AG7,63,40,589
2019/11/1,Y61,NVE,111AG8,125,78,821
2019/11/1,Y59,RYE,111AG9,173,73,1587
2019/11/1,Y58,NLO,111AH1,71,51,626
2019/11/1,Y58,NTP,111AH2,48,23,321
2019/11/1,Y61,NVE,111AH4,103,88,961
2019/11/1,Y56,RRU,111AH5,129,108,1571
2019/11/1,Y61,NTP,111AH7,94,67,714
2019/11/1,Y58,NQW,111AH8,65,26,312
2019/11/1,Y59,RYE,111AH9,202,102,1627
2019/11/1,Y59,RYD,111AI1,269,181,2069
2019/11/1,Y59,NTP,111AI2,50,47,547
2019/11/1,Y61,Y00415,111AI3,12,12,212
2019/11/1,Y58,RDY,111AI4,90,48,623
2019/11/1,Y58,NQW,111AI6,63,58,992
2019/11/2,Y63,RX6,111AA1,484,259,6149
2019/11/2,Y60,NNJ,111AA2,92,42,1178
2019/11/2,Y60,NNJ,111AA4,127,68,1546
2019/11/2,Y60,NNJ,111AA5,138,79,1759
2019/11/2,Y59,R1F,111AA6,27,26,290
2019/11/2,Y56,NKB,111AA7,51,32,494
2019/11/2,Y56,NTP,111AA9,26,26,334
2019/11/2,Y61,Y00415,111AB2,129,69,1780
2019/11/2,Y61,Y00415,111AC5,105,51,1505
2019/11/2,Y60,NNJ,111AC6,91,69,1164
2019/11/2,Y61,NNJ,111AC7,35,20,320
2019/11/2,Y60,NNJ,111AC8,140,67,1539
2019/11/2,Y60,NTP,111AC9,583,353,5562
2019/11/2,Y56,NTP,111AD4,88,90,1037
2019/11/2,Y56,NKB,111AD5,96,103,1195
2019/11/2,Y56,RRU,111AD7,129,127,1909
2019/11/2,Y63,RX8,111AD9,652,,7660
2019/11/2,Y58,NTP,111AE7,150,96,1265
2019/11/2,Y58,NLO,111AF1,60,18,836
2019/11/2,Y60,NLO,111AF4,147,89,1433
2019/11/2,Y62,RX7,111AF8,677,412,9821
2019/11/2,Y59,NVE,111AG4,110,49,975
2019/11/2,Y56,NLO,111AG5,146,93,1527
2019/11/2,Y61,Y00415,111AG7,74,55,874
2019/11/2,Y61,NVE,111AG8,174,128,1681
2019/11/2,Y59,RYE,111AG9,280,165,3148
2019/11/2,Y58,NLO,111AH1,111,61,1291
2019/11/2,Y58,NTP,111AH2,79,42,746
2019/11/2,Y61,NVE,111AH4,147,122,1811
2019/11/2,Y56,RRU,111AH5,174,101,2116
2019/11/2,Y61,NTP,111AH7,188,107,1655
2019/11/2,Y58,NQW,111AH8,95,37,737
2019/11/2,Y59,RYE,111AH9,284,178,3047
2019/11/2,Y59,RYD,111AI1,338,218,3939
2019/11/2,Y59,NTP,111AI2,101,68,1333
2019/11/2,Y61,Y00415,111AI3,29,23,502
2019/11/2,Y58,RDY,111AI4,86,79,1187
2019/11/2,Y58,NQW,111AI6,91,52,2646
2019/11/3,Y63,RX6,111AA1,445,273,5555
2019/11/3,Y60,NNJ,111AA2,98,47,1066
2019/11/3,Y60,NNJ,111AA4,152,82,1450
2019/11/3,Y60,NNJ,111AA5,144,63,1568
2019/11/3,Y59,R1F,111AA6,35,31,270
2019/11/3,Y56,NKB,111AA7,47,26,440
2019/11/3,Y56,NTP,111AA9,34,29,309
2019/11/3,Y61,Y00415,111AB2,141,120,1619
2019/11/3,Y61,Y00415,111AC5,120,66,1263
2019/11/3,Y60,NNJ,111AC6,115,77,1088
2019/11/3,Y61,NNJ,111AC7,41,15,308
2019/11/3,Y60,NNJ,111AC8,157,75,1516
2019/11/3,Y60,NTP,111AC9,638,371,4992
2019/11/3,Y56,NTP,111AD4,82,74,838
2019/11/3,Y56,NKB,111AD5,133,97,1133
2019/11/3,Y56,RRU,111AD7,111,98,1617
2019/11/3,Y63,RX8,111AD9,649,,7144
2019/11/3,Y58,NTP,111AE7,150,98,1122
2019/11/3,Y58,NLO,111AF1,75,14,702
2019/11/3,Y60,NLO,111AF4,148,95,1366
2019/11/3,Y62,RX7,111AF8,688,416,8677
2019/11/3,Y59,NVE,111AG4,127,81,904
2019/11/3,Y56,NLO,111AG5,145,115,1474
2019/11/3,Y61,Y00415,111AG7,72,61,838
2019/11/3,Y61,NVE,111AG8,175,122,1488
2019/11/3,Y59,RYE,111AG9,259,174,2904
2019/11/3,Y58,NLO,111AH1,112,76,1163
2019/11/3,Y58,NTP,111AH2,84,56,665
2019/11/3,Y61,NVE,111AH4,123,150,1625
2019/11/3,Y56,RRU,111AH5,139,148,1835
2019/11/3,Y61,NTP,111AH7,167,112,1384
2019/11/3,Y58,NQW,111AH8,90,40,622
2019/11/3,Y59,RYE,111AH9,274,225,2881
2019/11/3,Y59,RYD,111AI1,426,263,3607
2019/11/3,Y59,NTP,111AI2,95,66,1095
2019/11/3,Y61,Y00415,111AI3,32,24,393
2019/11/3,Y58,RDY,111AI4,98,78,1167
2019/11/3,Y58,NQW,111AI6,98,73,2257
2019/11/4,Y63,RX6,111AA1,314,188,4145
2019/11/4,Y60,NNJ,111AA2,67,36,671
2019/11/4,Y60,NNJ,111AA4,102,56,907
2019/11/4,Y60,NNJ,111AA5,106,52,991
2019/11/4,Y59,R1F,111AA6,22,13,185
2019/11/4,Y56,NKB,111AA7,46,34,398
2019/11/4,Y56,NTP,111AA9,24,18,216
2019/11/4,Y61,Y00415,111AB2,77,93,967
2019/11/4,Y61,Y00415,111AC5,103,59,763
2019/11/4,Y60,NNJ,111AC6,79,69,727
2019/11/4,Y61,NNJ,111AC7,19,23,286
2019/11/4,Y60,NNJ,111AC8,120,77,1127
2019/11/4,Y60,NTP,111AC9,253,150,1817
2019/11/4,Y56,NTP,111AD4,108,70,723
2019/11/4,Y56,NKB,111AD5,117,79,890
2019/11/4,Y56,RRU,111AD7,122,123,1331
2019/11/4,Y63,RX8,111AD9,501,,4260
2019/11/4,Y58,NTP,111AE7,106,78,657
2019/11/4,Y58,NLO,111AF1,60,23,403
2019/11/4,Y60,NLO,111AF4,140,101,847
2019/11/4,Y62,RX7,111AF8,594,385,6123
2019/11/4,Y59,NVE,111AG4,91,44,535
2019/11/4,Y56,NLO,111AG5,160,95,1010
2019/11/4,Y61,Y00415,111AG7,60,63,697
2019/11/4,Y61,NVE,111AG8,96,63,801
2019/11/4,Y59,RYE,111AG9,217,152,1782
2019/11/4,Y58,NLO,111AH1,80,58,721
2019/11/4,Y58,NTP,111AH2,71,40,384
2019/11/4,Y61,NVE,111AH4,132,132,1092
2019/11/4,Y56,RRU,111AH5,141,155,1728
2019/11/4,Y61,NTP,111AH7,118,66,836
2019/11/4,Y58,NQW,111AH8,54,34,363
2019/11/4,Y59,RYE,111AH9,185,138,1673
2019/11/4,Y59,RYD,111AI1,250,228,2197
2019/11/4,Y59,NTP,111AI2,76,60,735
2019/11/4,Y61,Y00415,111AI3,16,21,237
2019/11/4,Y58,RDY,111AI4,62,48,635
2019/11/4,Y58,NQW,111AI6,90,52,1017
2019/11/4,Y60,RYA,111AI8,0,0,0
2019/11/5,Y63,RX6,111AA1,344,207,3183
2019/11/5,Y60,NNJ,111AA2,63,30,566
2019/11/5,Y60,NNJ,111AA4,92,58,878
2019/11/5,Y60,NNJ,111AA5,119,58,924
2019/11/5,Y59,R1F,111AA6,27,18,190
2019/11/5,Y56,NKB,111AA7,51,41,362
2019/11/5,Y56,NTP,111AA9,22,23,173
2019/11/5,Y61,Y00415,111AB2,76,75,887
2019/11/5,Y61,Y00415,111AC5,93,42,738
2019/11/5,Y60,NNJ,111AC6,63,56,676
2019/11/5,Y61,NNJ,111AC7,19,26,249
2019/11/5,Y60,NNJ,111AC8,107,56,1082
2019/11/5,Y60,NTP,111AC9,47,24,376
2019/11/5,Y56,NTP,111AD4,83,58,639
2019/11/5,Y56,NKB,111AD5,103,93,742
2019/11/5,Y56,RRU,111AD7,81,96,1177
2019/11/5,Y63,RX8,111AD9,478,,3618
2019/11/5,Y58,NTP,111AE7,82,56,531
2019/11/5,Y58,NLO,111AF1,43,11,327
2019/11/5,Y60,NLO,111AF4,155,75,686
2019/11/5,Y62,RX7,111AF8,347,209,4557
2019/11/5,Y59,NVE,111AG4,74,44,459
2019/11/5,Y56,NLO,111AG5,122,67,839
2019/11/5,Y61,Y00415,111AG7,43,57,600
2019/11/5,Y61,NVE,111AG8,103,88,713
2019/11/5,Y59,RYE,111AG9,164,123,1531
2019/11/5,Y58,NLO,111AH1,67,59,613
2019/11/5,Y58,NTP,111AH2,54,51,386
2019/11/5,Y61,NVE,111AH4,111,122,1247
2019/11/5,Y56,RRU,111AH5,136,117,1577
2019/11/5,Y61,NTP,111AH7,95,68,693
2019/11/5,Y58,NQW,111AH8,60,27,290
2019/11/5,Y59,RYE,111AH9,212,126,1534
2019/11/5,Y59,RYD,111AI1,256,195,2039
2019/11/5,Y59,NTP,111AI2,49,49,547
2019/11/5,Y61,Y00415,111AI3,23,25,331
2019/11/5,Y58,RDY,111AI4,95,53,520
2019/11/5,Y58,NQW,111AI6,73,42,928
2019/11/5,Y60,RYA,111AI8,0,0,0
2019/11/6,Y63,RX6,111AA1,314,202,3221
2019/11/6,Y60,NNJ,111AA2,72,30,557
2019/11/6,Y60,NNJ,111AA4,106,43,825
2019/11/6,Y60,NNJ,111AA5,95,44,875
2019/11/6,Y59,R1F,111AA6,41,8,232
2019/11/6,Y56,NKB,111AA7,35,36,356
2019/11/6,Y56,NTP,111AA9,39,14,202
2019/11/6,Y61,Y00415,111AB2,67,43,780
2019/11/6,Y61,Y00415,111AC5,83,52,723
2019/11/6,Y60,NNJ,111AC6,118,75,1045
2019/11/6,Y61,NNJ,111AC7,30,14,233
2019/11/6,Y60,NNJ,111AC8,120,58,964
2019/11/6,Y60,NTP,111AC9,0,0,0
2019/11/6,Y56,NTP,111AD4,80,55,622
2019/11/6,Y56,NKB,111AD5,95,60,746
2019/11/6,Y56,RRU,111AD7,134,71,1090
2019/11/6,Y63,RX8,111AD9,425,,3608
2019/11/6,Y58,NTP,111AE7,96,68,586
2019/11/6,Y58,NLO,111AF1,34,9,318
2019/11/6,Y60,NLO,111AF4,97,63,714
2019/11/6,Y62,RX7,111AF8,415,264,4696
2019/11/6,Y59,NVE,111AG4,71,51,482
2019/11/6,Y56,NLO,111AG5,118,75,869
2019/11/6,Y61,Y00415,111AG7,42,32,537
2019/11/6,Y61,NVE,111AG8,111,79,710
2019/11/6,Y59,RYE,111AG9,139,106,1347
2019/11/6,Y58,NLO,111AH1,83,44,627
2019/11/6,Y58,NTP,111AH2,45,33,338
2019/11/6,Y61,NVE,111AH4,101,91,841
2019/11/6,Y56,RRU,111AH5,140,89,1543
2019/11/6,Y61,NTP,111AH7,109,77,851
2019/11/6,Y58,NQW,111AH8,50,25,269
2019/11/6,Y59,RYE,111AH9,192,143,1477
2019/11/6,Y59,RYD,111AI1,279,181,1956
2019/11/6,Y59,NTP,111AI2,63,47,586
2019/11/6,Y61,Y00415,111AI3,15,12,187
2019/11/6,Y58,RDY,111AI4,65,47,468
2019/11/6,Y58,NQW,111AI6,76,47,901
2019/11/6,Y60,RYA,111AI8,397,226,2808
2019/11/7,Y63,RX6,111AA1,303,216,2851
2019/11/7,Y60,NNJ,111AA2,59,24,533
2019/11/7,Y60,NNJ,111AA4,74,62,820
2019/11/7,Y60,NNJ,111AA5,99,53,975
2019/11/7,Y59,R1F,111AA6,25,17,191
2019/11/7,Y56,NKB,111AA7,49,42,350
2019/11/7,Y56,NTP,111AA9,21,16,154
2019/11/7,Y61,Y00415,111AB2,71,64,776
2019/11/7,Y61,Y00415,111AC5,102,59,689
2019/11/7,Y60,NNJ,111AC6,65,49,585
2019/11/7,Y61,NNJ,111AC7,26,16,217
2019/11/7,Y60,NNJ,111AC8,98,59,966
2019/11/7,Y60,NTP,111AC9,0,0,0
2019/11/7,Y56,NTP,111AD4,81,60,578
2019/11/7,Y56,NKB,111AD5,86,78,680
2019/11/7,Y56,RRU,111AD7,103,93,1177
2019/11/7,Y63,RX8,111AD9,463,,3355
2019/11/7,Y58,NTP,111AE7,81,70,530
2019/11/7,Y58,NLO,111AF1,43,20,328
2019/11/7,Y60,NLO,111AF4,107,60,881
2019/11/7,Y62,RX7,111AF8,494,307,4555
2019/11/7,Y59,NVE,111AG4,64,58,480
2019/11/7,Y56,NLO,111AG5,106,76,812
2019/11/7,Y61,Y00415,111AG7,53,35,612
2019/11/7,Y61,NVE,111AG8,96,77,731
2019/11/7,Y59,RYE,111AG9,165,101,1421
2019/11/7,Y58,NLO,111AH1,87,61,675
2019/11/7,Y58,NTP,111AH2,45,37,392
2019/11/7,Y61,NVE,111AH4,93,94,829
2019/11/7,Y56,RRU,111AH5,102,105,1497
2019/11/7,Y61,NTP,111AH7,88,72,683
2019/11/7,Y58,NQW,111AH8,51,30,276
2019/11/7,Y59,RYE,111AH9,158,111,1268
2019/11/7,Y59,RYD,111AI1,276,160,1896
2019/11/7,Y59,NTP,111AI2,68,47,550
2019/11/7,Y61,Y00415,111AI3,15,7,161
2019/11/7,Y58,RDY,111AI4,81,43,556
2019/11/7,Y58,NQW,111AI6,87,47,794
2019/11/7,Y60,RYA,111AI8,407,244,2842
2019/11/8,Y63,RX6,111AA1,305,184,3314
2019/11/8,Y60,NNJ,111AA2,47,34,500
2019/11/8,Y60,NNJ,111AA4,103,64,798
2019/11/8,Y60,NNJ,111AA5,92,45,899
2019/11/8,Y59,R1F,111AA6,18,16,181
2019/11/8,Y56,NKB,111AA7,47,36,365
2019/11/8,Y56,NTP,111AA9,21,30,194
2019/11/8,Y61,Y00415,111AB2,79,58,782
2019/11/8,Y61,Y00415,111AC5,97,51,514
2019/11/8,Y60,NNJ,111AC6,75,42,577
2019/11/8,Y61,NNJ,111AC7,25,14,223
2019/11/8,Y60,NNJ,111AC8,112,48,959
2019/11/8,Y60,NTP,111AC9,0,0,0
2019/11/8,Y56,NTP,111AD4,83,64,595
